show_id,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
s2618,s3856,s6519,s3265,s4133,s1594
s2619,s7641,s247,s1943,s3300,s4488
s2620,s2719,s630,s2332,s5534,s6547
s2621,s4034,s7717,s983,s5839,s6583
s2622,s7863,s7652,s2969,s8129,s7549
s2623,s3931,s2658,s2961,s3352,s7235
s2624,s2882,s1825,s6184,s7825,s177
s2625,s114,s147,s7938,s2554,s7886
s2626,s4099,s7349,s799,s361,s3641
s2627,s2352,s2280,s2192,s6367,s317
s2628,s102,s588,s1487,s3001,s2040
s2629,s399,s2822,s3554,s412,s4557
s2630,s8033,s4646,s8154,s8242,s3994
s2631,s6808,s1461,s2426,s4031,s650
s2632,s164,s5609,s322,s5350,s4571
s2633,s3760,s1249,s5886,s6470,s5913
s2634,s1457,s4071,s4189,s2505,s4282
s2635,s3778,s7122,s2956,s8019,s5850
s2636,s4039,s1648,s4803,s2361,s6420
s2637,s3112,s832,s2106,s1452,s4499
s2638,s7668,s4457,s2068,s164,s1680
s2639,s1083,s5531,s2694,s5213,s2196
s2640,s2288,s4314,s4163,s503,s1317
s2641,s8750,s4192,s3222,s8201,s4227
s2642,s4479,s2903,s4291,s8804,s8277
s2643,s7225,s4427,s7820,s7095,s6750
s2644,s2492,s5594,s1566,s6511,s3641
s2645,s3469,s336,s3125,s4919,s4514
s2646,s8136,s4817,s1813,s6105,s1137
s2647,s164,s2524,s1186,s2648,s6441
s2648,s164,s2647,s7060,s4816,s8550
s2649,s4079,s1410,s5487,s3133,s8720
s2650,s8050,s3463,s1849,s8375,s4405
s2651,s2712,s111,s1459,s866,s6032
s2652,s7748,s6342,s7569,s7749,s7750
s2654,s7612,s3522,s6967,s2897,s925
s2655,s7107,s3497,s4564,s7898,s4035
s2656,s1188,s6249,s8404,s8283,s3918
s2657,s3274,s4582,s4567,s5357,s5643
s2658,s2902,s2623,s7393,s8741,s5043
s2659,s5750,s5986,s4485,s7332,s7924
s2660,s3087,s2081,s2596,s2145,s4675
s2661,s7317,s4323,s5262,s8196,s1082
s2662,s6533,s8391,s7888,s6417,s8244
s2663,s1304,s72,s8327,s746,s8328
s2664,s5995,s8137,s7927,s3595,s3344
s2665,s3394,s264,s786,s812,s3678
s2666,s7555,s6645,s3120,s4988,s3330
s2667,s282,s2979,s3294,s3194,s1436
s2668,s1099,s7100,s8673,s6290,s4564
s2669,s2554,s5823,s8128,s6337,s892
s2670,s7683,s6673,s6674,s3749,s1441
s2671,s3754,s1298,s4722,s2547,s867
s2672,s779,s6123,s1334,s1521,s7174
s2673,s167,s4300,s2511,s4646,s6018
s2674,s4633,s5391,s3571,s5405,s3569
s2675,s28,s2204,s1617,s5092,s3298
s2676,s4945,s476,s1849,s5498,s7944
s2677,s372,s4108,s7594,s3108,s7573
s2678,s3711,s4949,s164,s2455,s1688
s2679,s642,s7087,s2978,s7265,s3425
s2680,s1277,s4913,s4927,s8161,s8159
s2681,s189,s4088,s1895,s313,s1998
s2682,s5704,s2444,s1063,s1956,s278
s2683,s2987,s1603,s7474,s4042,s7541
s2684,s8613,s8543,s3561,s2873,s7652
s2685,s7239,s4023,s2511,s1719,s1515
s2686,s3909,s508,s3222,s6759,s3869
s2687,s5914,s5417,s5040,s1419,s8470
s2688,s7374,s6735,s3993,s3283,s4719
s2689,s6028,s545,s6246,s2492,s3315
s2690,s8133,s68,s5157,s1438,s4376
s2691,s8251,s3230,s7069,s583,s3585
s2692,s2717,s8229,s5184,s6882,s1074
s2693,s2220,s6821,s7627,s7040,s4962
s2694,s5531,s2047,s5213,s1732,s1496
s2695,s3315,s685,s2492,s516,s3639
s2696,s2145,s747,s7625,s699,s8005
s2697,s3204,s7869,s6589,s6572,s2123
s2698,s366,s4197,s2955,s7899,s7350
s2699,s2506,s6247,s6783,s2672,s2889
s2700,s96,s2828,s120,s7084,s1919
s2701,s3042,s2256,s5699,s2448,s2522
s2702,s2520,s4164,s8317,s6012,s1821
s2703,s1353,s3187,s3828,s2543,s7878
s2704,s896,s7062,s3858,s637,s3455
s2705,s225,s1921,s8650,s8303,s3761
s2706,s1118,s366,s4031,s8015,s19
s2707,s4130,s2782,s2383,s1745,s3767
s2708,s3870,s184,s7974,s4744,s4664
s2709,s5513,s6729,s7503,s3749,s4434
s2710,s2106,s1421,s4888,s7913,s964
s2711,s1059,s4944,s6479,s8001,s3898
s2712,s111,s1459,s2135,s6143,s2651
s2713,s3151,s5954,s1067,s6707,s1438
s2714,s6165,s1876,s8510,s3374,s611
s2715,s4537,s4132,s4196,s4195,s4180
s2716,s5775,s7158,s1248,s8241,s8030
s2717,s2692,s6758,s914,s8249,s3884
s2718,s419,s8122,s6465,s420,s414
s2719,s2620,s2440,s4110,s4019,s2814
s2720,s2311,s5886,s8289,s309,s5611
s2721,s7587,s7333,s908,s3909,s2782
s2722,s2391,s141,s7794,s1348,s191
s2723,s6729,s8577,s6532,s6337,s6270
s2724,s6589,s5192,s734,s5486,s5550
s2725,s1380,s701,s8572,s1148,s6554
s2726,s3755,s1870,s2597,s4092,s6728
s2727,s1536,s7533,s2047,s2833,s5754
s2728,s37,s7954,s520,s319,s2169
s2729,s8673,s2281,s4774,s4562,s822
s2730,s2115,s3391,s7318,s6199,s3793
s2731,s5483,s3900,s7792,s8556,s4109
s2732,s5483,s6256,s7190,s7120,s5736
s2733,s4186,s6981,s7676,s1238,s3674
s2734,s6758,s6014,s2717,s6387,s5710
s2735,s4668,s1610,s740,s7933,s3464
s2736,s4391,s3848,s1496,s5213,s439
s2737,s3020,s6859,s6715,s1851,s873
s2738,s90,s3243,s1589,s2360,s2410
s2739,s5892,s7236,s1502,s417,s6158
s2740,s5099,s4224,s86,s1236,s3070
s2741,s2999,s4863,s5334,s362,s462
s2742,s2038,s8789,s709,s5985,s6952
s2743,s2296,s4055,s8058,s4390,s2551
s2744,s3257,s5920,s7057,s4757,s5785
s2745,s2798,s7532,s3323,s4504,s753
s2746,s7017,s6986,s7203,s8012,s1257
s2747,s8789,s2884,s4219,s583,s8453
s2748,s8365,s4560,s2281,s1739,s3590
s2749,s2428,s1599,s5440,s657,s8242
s2750,s7926,s3625,s373,s8692,s2255
s2751,s5299,s4532,s1977,s7093,s1258
s2752,s4574,s6131,s6130,s3700,s8682
s2753,s408,s7513,s7761,s8782,s7236
s2754,s5563,s3560,s5101,s7104,s5358
s2755,s1151,s383,s172,s6996,s1331
s2757,s4562,s3982,s3714,s1436,s2281
s2758,s1047,s6135,s1701,s6771,s6739
s2759,s5842,s559,s802,s4739,s2922
s2760,s526,s3015,s1602,s3919,s5442
s2761,s6215,s3105,s5154,s1966,s8067
s2762,s3947,s6109,s6771,s7817,s7307
s2763,s2177,s722,s6087,s3787,s6819
s2764,s2209,s1656,s2938,s4290,s2011
s2765,s3344,s2005,s6583,s3946,s6535
s2766,s3806,s4221,s4544,s1867,s6857
s2767,s2581,s363,s2009,s5014,s3850
s2768,s426,s164,s6143,s472,s7622
s2769,s6412,s7947,s539,s5168,s1785
s2770,s7614,s8263,s8702,s2481,s4965
s2771,s3554,s2441,s4146,s4832,s589
s2772,s1980,s3488,s5980,s6436,s3805
s2773,s621,s1232,s138,s6744,s8653
s2774,s8746,s3232,s8381,s1101,s6946
s2775,s7282,s1881,s385,s320,s8422
s2776,s5514,s7537,s4393,s4200,s1810
s2777,s2778,s2989,s467,s2096,s5210
s2778,s751,s2777,s467,s4840,s8137
s2779,s8060,s5316,s461,s3353,s3941
s2780,s6411,s5901,s856,s3799,s2167
s2781,s6576,s2001,s7936,s7920,s5648
s2782,s7523,s4719,s8523,s1101,s829
s2783,s5876,s5380,s4250,s2953,s8603
s2784,s6836,s7171,s3947,s6751,s6518
s2785,s4323,s2525,s1164,s2170,s2316
s2786,s4115,s5393,s131,s6239,s6235
s2787,s468,s2982,s5254,s444,s1352
s2788,s6467,s6953,s3407,s7361,s2802
s2789,s4894,s7764,s4475,s6614,s406
s2790,s4881,s7876,s2046,s3749,s3365
s2791,s1059,s2997,s539,s3016,s4834
s2792,s5953,s4018,s8022,s1707,s7744
s2794,s8077,s8337,s7841,s7171,s7760
s2795,s2255,s2822,s3249,s3020,s6823
s2796,s440,s6508,s6100,s3642,s1243
s2797,s6739,s1599,s8294,s1445,s3297
s2798,s753,s2745,s1849,s3323,s4033
s2799,s3282,s3328,s5940,s5651,s7667
s2800,s2875,s4666,s1067,s164,s684
s2801,s133,s1570,s5393,s8153,s6105
s2802,s952,s897,s2688,s7361,s3993
s2803,s3002,s8756,s8521,s3303,s2112
s2804,s8395,s1070,s2855,s3634,s5550
s2806,s7092,s5998,s5352,s5692,s1012
s2807,s4685,s1861,s4084,s8192,s1058
s2808,s2912,s1507,s1508,s4290,s5471
s2809,s2435,s6992,s5618,s4423,s914
s2811,s3993,s1803,s3137,s1357,s1046
s2812,s2813,s6830,s2596,s2081,s1953
s2813,s2812,s2596,s8620,s6336,s2081
s2814,s8550,s7799,s8552,s7178,s7176
s2815,s2594,s2081,s2596,s2099,s3780
s2816,s5366,s6637,s2605,s1776,s2689
s2818,s4864,s908,s8619,s5427,s2077
s2819,s1816,s5264,s2109,s464,s93
s2820,s8642,s4032,s2571,s8067,s6136
s2821,s492,s1930,s7048,s3454,s5102
s2822,s399,s3807,s3554,s1425,s1584
s2823,s3176,s316,s3864,s248,s3744
s2824,s798,s2588,s4023,s1220,s6337
s2825,s2838,s5104,s2604,s5405,s1417
s2826,s1886,s901,s2649,s3215,s5416
s2827,s3285,s2010,s621,s5323,s1232
s2828,s96,s2700,s2246,s1919,s1698
s2829,s1402,s8196,s2135,s8077,s7996
s2830,s7407,s5284,s1521,s838,s786
s2831,s7933,s3778,s2635,s6159,s1175
s2832,s1234,s2462,s7524,s3606,s3451
s2833,s3672,s6063,s2893,s1502,s5193
s2834,s4077,s1726,s6951,s3743,s6532
s2835,s5589,s6778,s1302,s1920,s7822
s2836,s6500,s5172,s2704,s6070,s6014
s2837,s7537,s8523,s4200,s7687,s948
s2838,s5104,s2825,s6916,s2604,s3744
s2839,s3386,s6234,s5820,s8543,s8653
s2840,s3001,s6954,s5894,s1718,s2060
s2841,s2874,s5336,s754,s2272,s5406
s2842,s1430,s3404,s6298,s8122,s420
s2843,s5027,s4533,s3926,s1088,s1125
s2844,s1483,s3876,s2439,s6976,s6231
s2845,s6092,s5126,s1768,s3375,s4097
s2846,s6713,s1997,s232,s5108,s7899
s2847,s4117,s2865,s1841,s1046,s2360
s2848,s2056,s1904,s2556,s4393,s1459
s2849,s3304,s3065,s2564,s6187,s6798
s2850,s1288,s7113,s4243,s2976,s1383
s2851,s5683,s8217,s93,s1403,s924
s2852,s6079,s209,s316,s164,s7815
s2853,s4043,s7087,s4450,s4441,s2952
s2854,s3320,s2311,s5886,s8289,s6363
s2855,s3616,s803,s5399,s5982,s4753
s2856,s6123,s6286,s2151,s261,s6979
s2857,s2809,s8266,s906,s1452,s914
s2858,s6406,s6407,s6405,s7458,s2859
s2859,s6407,s6405,s6406,s2858,s6738
s2860,s6744,s4979,s1046,s3993,s2688
s2861,s189,s7392,s8613,s4088,s4825
s2862,s5296,s3432,s3762,s3086,s8012
s2863,s1727,s4333,s6821,s2220,s3576
s2864,s7938,s2736,s2267,s5080,s5779
s2865,s4117,s2847,s4147,s4200,s4985
s2866,s3087,s3672,s4221,s2560,s2332
s2867,s3146,s984,s8012,s7335,s7634
s2868,s7074,s7072,s897,s7517,s427
s2869,s5807,s7967,s8559,s7171,s2122
s2870,s2626,s5284,s3907,s2185,s7305
s2871,s607,s3034,s4407,s2385,s395
s2873,s5484,s3150,s5388,s1158,s3074
s2874,s2841,s754,s2272,s5406,s8324
s2875,s4666,s4567,s8198,s2800,s2897
s2876,s8049,s3825,s1957,s2146,s4651
s2877,s5099,s1236,s86,s2740,s4224
s2878,s5805,s3125,s2404,s2126,s369
s2879,s3403,s1555,s3177,s3336,s5544
s2880,s387,s1292,s3303,s4922,s4835
s2881,s2482,s2350,s6377,s570,s5382
s2882,s1825,s2624,s7825,s6184,s865
s2883,s30,s1726,s6717,s8242,s6693
s2884,s2747,s1843,s5669,s6229,s2549
s2885,s6288,s4856,s5089,s3736,s7334
s2886,s3848,s4526,s4391,s3479,s7087
s2887,s5714,s5958,s8716,s2218,s4250
s2888,s6370,s8712,s6996,s5066,s8436
s2889,s8233,s2483,s3167,s4069,s5617
s2890,s5976,s2147,s741,s6955,s3858
s2891,s113,s6062,s6146,s6042,s3066
s2892,s427,s2003,s5868,s7683,s4142
s2893,s6621,s830,s2833,s95,s3672
s2894,s2223,s3893,s737,s6774,s843
s2895,s6047,s3682,s1892,s5590,s6829
s2896,s3681,s6868,s2345,s6069,s1448
s2897,s925,s3583,s4031,s8786,s4410
s2898,s5218,s5738,s4395,s3793,s6760
s2899,s8787,s6651,s6438,s926,s6312
s2900,s5674,s7153,s6894,s8465,s6480
s2901,s3605,s456,s6208,s4259,s1578
s2902,s4046,s2658,s2286,s3324,s7564
s2903,s4291,s4479,s2642,s5424,s5937
s2904,s2325,s8313,s7358,s3231,s8467
s2905,s7948,s8752,s5323,s4123,s2420
s2906,s987,s6408,s7755,s610,s4004
s2907,s2283,s4739,s503,s3216,s2410
s2908,s4997,s4361,s6143,s2282,s5657
s2909,s3433,s6262,s8500,s2324,s3430
s2910,s7490,s7497,s7495,s1682,s7481
s2911,s883,s7487,s5860,s5065,s177
s2912,s2808,s1508,s1507,s883,s2569
s2914,s1070,s2802,s469,s2381,s7536
s2915,s5904,s835,s4790,s2068,s2592
s2916,s3808,s5494,s7725,s1690,s5604
s2917,s8331,s6228,s2122,s3051,s4405
s2918,s5700,s5968,s1065,s5218,s5544
s2919,s1232,s4883,s4137,s7646,s927
s2920,s2764,s4745,s2137,s1169,s2011
s2921,s2256,s2426,s676,s8508,s5024
s2922,s5306,s4306,s3280,s4751,s626
s2923,s2747,s7040,s8789,s8756,s8453
s2924,s358,s888,s3633,s4393,s8019
s2925,s395,s316,s7951,s6990,s6334
s2926,s1319,s4699,s5585,s3927,s7353
s2927,s1120,s6869,s6259,s2584,s4084
s2928,s2250,s1592,s3655,s3443,s6928
s2929,s5441,s5295,s5409,s5290,s6303
s2930,s4307,s1746,s4556,s3778,s7657
s2931,s6577,s3444,s1218,s8486,s3095
s2932,s3429,s2722,s4085,s4764,s4576
s2933,s6361,s7027,s5242,s8082,s7708
s2934,s5198,s1603,s3369,s378,s6410
s2935,s8077,s601,s6624,s7965,s7845
s2936,s4457,s2688,s8033,s2601,s2273
s2938,s2209,s2764,s1656,s4290,s81
s2939,s6020,s7097,s5511,s5027,s6748
s2940,s5447,s3627,s248,s46,s7797
s2941,s6829,s5442,s7338,s6830,s2386
s2942,s7328,s1404,s1871,s2191,s8400
s2943,s6699,s1708,s5778,s8551,s31
s2944,s148,s5349,s923,s6476,s2609
s2945,s89,s741,s8013,s1342,s2394
s2946,s6069,s511,s2401,s3183,s8549
s2947,s5726,s7772,s7784,s720,s7782
s2948,s8346,s2406,s5090,s4139,s3599
s2949,s4812,s7832,s529,s3301,s1749
s2950,s3942,s8572,s7905,s7982,s1160
s2951,s6644,s374,s2228,s1386,s1836
s2952,s8104,s2179,s5408,s7046,s4424
s2953,s4250,s7703,s5876,s5380,s2783
s2954,s1063,s1308,s4995,s5059,s804
s2955,s8597,s1585,s4763,s2698,s543
s2956,s3774,s2635,s1869,s6031,s3778
s2957,s1188,s8792,s6018,s5552,s8732
s2958,s5297,s7023,s5010,s2831,s1796
s2959,s4834,s5453,s8213,s3758,s2283
s2960,s2487,s5266,s3072,s1589,s5125
s2961,s1839,s1241,s166,s1834,s8419
s2962,s5995,s621,s7579,s138,s5769
s2963,s5660,s498,s6435,s6640,s8751
s2964,s517,s4410,s6542,s3627,s4078
s2965,s5169,s3574,s2984,s5707,s7666
s2966,s3171,s1563,s3765,s5342,s4478
s2967,s1033,s3559,s7837,s133,s1155
s2968,s8007,s8006,s8008,s1307,s2157
s2969,s257,s7863,s5247,s7761,s2622
s2970,s7023,s1388,s4252,s5303,s7796
s2972,s339,s8804,s2882,s891,s7287
s2973,s8676,s4764,s5160,s8506,s2622
s2974,s6035,s1225,s7968,s367,s7952
s2975,s5807,s5415,s6659,s1221,s4469
s2976,s4243,s8186,s6372,s1770,s7113
s2977,s7441,s319,s3045,s1904,s4025
s2978,s3972,s6095,s2324,s2254,s3126
s2979,s7181,s7179,s3093,s3953,s4122
s2980,s7729,s6701,s5201,s1826,s4217
s2981,s3061,s203,s3641,s2454,s4875
s2982,s468,s8033,s2787,s151,s3866
s2983,s7834,s7353,s484,s3974,s5492
s2984,s2157,s6342,s7666,s2965,s5707
s2985,s6693,s2453,s5221,s2068,s7528
s2986,s8576,s8792,s2592,s8132,s3433
s2987,s1294,s2683,s1356,s2320,s4699
s2988,s4315,s5519,s1543,s8680,s1079
s2989,s2777,s5210,s8201,s1176,s1383
s2990,s3321,s534,s6976,s7646,s2367
s2991,s3485,s92,s1417,s524,s3460
s2992,s2180,s2374,s8797,s7836,s4531
s2993,s3814,s2422,s4732,s2803,s4811
s2994,s2169,s5793,s3279,s8732,s352
s2995,s2381,s4385,s6957,s1355,s108
s2996,s2464,s7683,s2911,s2465,s4935
s2997,s5225,s2583,s4834,s2791,s65
s2998,s965,s715,s3300,s3651,s5046
s2999,s2741,s4863,s8803,s7271,s5334
s3000,s4175,s4846,s1277,s6093,s5557
s3001,s6954,s8614,s854,s2840,s7217
s3002,s4888,s6291,s8659,s8756,s3160
s3003,s6288,s6447,s3568,s2491,s1606
s3005,s7662,s1771,s1306,s7424,s3719
s3006,s2011,s4290,s5036,s1169,s81
s3007,s7115,s769,s8420,s4625,s488
s3008,s646,s7487,s540,s4304,s1767
s3009,s730,s6925,s6472,s4486,s1354
s3010,s275,s6778,s7905,s5698,s918
s3011,s1904,s685,s4155,s8488,s8466
s3012,s5603,s4860,s855,s2220,s6821
s3013,s3379,s3378,s2154,s1441,s8244
s3014,s6114,s8350,s7458,s2157,s3200
s3015,s6806,s958,s6773,s2549,s784
s3016,s4587,s4297,s4663,s3651,s2791
s3017,s7733,s213,s2421,s6821,s3695
s3019,s2284,s4481,s7145,s7659,s3416
s3020,s1682,s3799,s2737,s566,s1180
s3021,s3666,s4624,s1067,s3738,s1438
s3022,s360,s7366,s8600,s4852,s479
s3024,s6737,s4625,s8460,s6421,s6143
s3025,s6840,s520,s6037,s3176,s8754
s3026,s1801,s440,s8518,s4431,s2391
s3027,s4717,s1718,s5683,s319,s8663
s3028,s1472,s7074,s7072,s3753,s7470
s3029,s7650,s1802,s7507,s8388,s942
s3030,s8669,s289,s3127,s7641,s4004
s3031,s4921,s8011,s7547,s8226,s3844
s3032,s208,s1143,s3854,s4239,s5949
s3033,s5000,s873,s6835,s6861,s8525
s3034,s7811,s4618,s607,s2871,s1716
s3035,s1360,s4171,s4252,s4854,s8369
s3036,s3893,s360,s1097,s8424,s8075
s3037,s2283,s2597,s1561,s7817,s3049
s3038,s687,s837,s2163,s5798,s2070
s3039,s971,s6095,s6140,s1295,s7761
s3040,s4115,s5903,s8393,s6922,s273
s3041,s3069,s4008,s4346,s158,s5800
s3042,s2701,s4679,s4398,s3484,s7268
s3043,s5576,s4771,s6378,s3294,s3743
s3044,s3950,s8745,s5074,s6446,s7408
s3045,s857,s2000,s4087,s2977,s5731
s3046,s6582,s891,s7726,s8715,s2745
s3047,s7363,s4811,s3988,s8451,s1013
s3048,s3994,s143,s2071,s2305,s1019
s3049,s1561,s2504,s1849,s3037,s8704
s3051,s1840,s1048,s2917,s3353,s7612
s3052,s6208,s302,s2361,s6366,s2230
s3053,s522,s4676,s1137,s472,s5363
s3054,s6361,s6362,s945,s1693,s1780
s3055,s1360,s7138,s7488,s7421,s5847
s3056,s7794,s150,s8241,s1902,s5949
s3057,s6465,s424,s575,s5858,s574
s3061,s2981,s8322,s3879,s4479,s3396
s3062,s5277,s4008,s3496,s4011,s4010
s3063,s4764,s4149,s4026,s5860,s8011
s3064,s7841,s130,s2484,s5846,s6363
s3065,s2849,s2564,s3304,s5560,s147
s3066,s2054,s3749,s1690,s1773,s2060
s3067,s1364,s2005,s1175,s7811,s4033
s3068,s1067,s3809,s8517,s8150,s1438
s3069,s3041,s6241,s3724,s6237,s2062
s3070,s4224,s5099,s2740,s86,s1236
s3071,s3155,s7146,s1238,s1566,s4869
s3072,s6010,s3614,s5125,s2960,s1747
s3073,s4868,s7138,s7488,s5065,s2453
s3074,s1158,s1916,s7876,s3669,s2050
s3075,s4511,s7995,s6986,s4714,s8688
s3076,s8699,s102,s7592,s2524,s3951
s3077,s428,s2582,s7263,s1877,s8317
s3078,s1119,s308,s6528,s8544,s6591
s3079,s6165,s3898,s2531,s3883,s4444
s3080,s5066,s8442,s143,s1054,s1263
s3081,s8436,s3640,s1214,s228,s1063
s3082,s6893,s4921,s8731,s7159,s8785
s3083,s7032,s2325,s7101,s19,s8269
s3084,s3958,s137,s5402,s4714,s6173
s3085,s2441,s4832,s1153,s589,s3554
s3086,s937,s8601,s352,s5065,s8613
s3087,s4977,s1849,s476,s1472,s4675
s3088,s3840,s7973,s6237,s2062,s4387
s3089,s4064,s8214,s4572,s4108,s1165
s3090,s8015,s5500,s8324,s5762,s5227
s3091,s37,s6394,s5513,s6213,s8803
s3092,s4253,s6674,s7430,s8211,s3749
s3093,s3953,s2979,s7179,s7181,s5536
s3094,s2369,s7559,s3521,s7925,s3976
s3095,s396,s1672,s4199,s3444,s7678
s3096,s323,s1591,s544,s626,s2798
s3097,s1971,s6393,s6038,s1182,s4689
s3098,s7687,s1010,s1802,s1834,s7434
s3099,s8467,s3340,s4742,s2557,s3037
s3100,s6551,s6937,s5410,s6421,s5738
s3101,s7477,s6109,s1237,s7043,s6819
s3102,s1340,s4292,s7951,s2848,s2942
s3103,s5143,s7088,s176,s229,s8152
s3104,s8104,s1902,s8278,s4722,s8033
s3105,s4104,s1890,s1891,s6401,s6215
s3106,s4891,s4951,s5885,s6826,s6894
s3107,s883,s348,s3200,s103,s3130
s3108,s4849,s6881,s2198,s4166,s2677
s3109,s8758,s1878,s2566,s5207,s7423
s3110,s6235,s3830,s6791,s4811,s2138
s3111,s3311,s262,s7659,s7759,s653
s3112,s6809,s2637,s7338,s592,s8516
s3113,s4730,s5846,s2588,s1288,s8705
s3114,s316,s900,s1184,s3111,s5924
s3115,s5355,s2333,s2644,s7462,s5731
s3117,s7755,s6408,s7549,s8072,s4617
s3118,s2096,s1817,s2059,s1335,s280
s3119,s7964,s1436,s8585,s8334,s964
s3120,s4200,s7537,s6027,s3909,s2666
s3121,s3122,s5804,s1919,s4936,s3362
s3122,s3121,s6921,s756,s3135,s7087
s3123,s621,s2124,s138,s5945,s8268
s3124,s7666,s1401,s2144,s5358,s476
s3125,s2878,s1224,s2109,s2323,s4251
s3126,s2978,s5144,s6423,s8232,s7874
s3127,s8800,s6173,s3075,s8675,s7145
s3128,s7271,s6625,s8120,s2999,s735
s3129,s6458,s8192,s6715,s7393,s6287
s3130,s4988,s7671,s3107,s7336,s3668
s3131,s2092,s6863,s6986,s4487,s1869
s3132,s1862,s6611,s5594,s2833,s3464
s3133,s2649,s5775,s8543,s828,s8654
s3134,s6109,s8018,s164,s5917,s5485
s3135,s7505,s7506,s5440,s210,s8631
s3136,s4688,s3144,s8235,s3911,s4446
s3137,s191,s2811,s4692,s870,s2554
s3138,s3240,s804,s1460,s518,s278
s3139,s3547,s4899,s4226,s5839,s6988
s3140,s2593,s869,s4452,s4444,s428
s3141,s1380,s1389,s5624,s1631,s3511
s3142,s7528,s2886,s6709,s8443,s2688
s3143,s7010,s8461,s8447,s3219,s7336
s3144,s6880,s8154,s8089,s1087,s1174
s3145,s6791,s3209,s3294,s6300,s4199
s3146,s8012,s2867,s984,s5763,s7335
s3147,s3149,s7960,s6168,s8306,s4341
s3148,s8121,s4450,s8147,s4858,s4452
s3149,s3147,s7960,s7171,s4401,s8306
s3150,s5388,s8537,s2873,s147,s1602
s3151,s5847,s3987,s6729,s4889,s2713
s3152,s8365,s2117,s2165,s4517,s7852
s3153,s3308,s5668,s573,s5544,s7360
s3154,s7537,s7015,s1063,s268,s228
s3155,s8200,s3071,s6019,s2395,s1849
s3156,s6168,s6089,s3745,s6253,s8112
s3157,s4252,s7386,s5193,s4317,s5731
s3158,s73,s2222,s5205,s1524,s7208
s3159,s1658,s6995,s3224,s6975,s1257
s3160,s3002,s5768,s3017,s2717,s5696
s3161,s4847,s6222,s7458,s1936,s2560
s3162,s7775,s3177,s1602,s5921,s3333
s3163,s283,s963,s4978,s1598,s6230
s3164,s5173,s74,s4189,s3424,s1739
s3165,s4766,s4439,s8258,s7517,s3096
s3166,s4544,s4870,s6460,s4546,s5863
s3167,s3359,s7644,s5242,s3613,s7336
s3168,s1416,s1051,s3994,s7389,s1292
s3169,s2544,s7403,s8090,s439,s2737
s3170,s5997,s5481,s3477,s3672,s4378
s3171,s2966,s611,s747,s2255,s220
s3172,s1763,s4171,s164,s8042,s7431
s3173,s3407,s2048,s3944,s7775,s1581
s3174,s7931,s3099,s7679,s1056,s4742
s3175,s3874,s5404,s8605,s8291,s4164
s3176,s2823,s2086,s6683,s5526,s4393
s3177,s5921,s3162,s3333,s1602,s7775
s3178,s4501,s164,s3357,s6963,s5701
s3179,s3180,s4444,s3280,s1410,s4737
s3180,s970,s3179,s2317,s4444,s4737
s3181,s4352,s5164,s2077,s5252,s5921
s3182,s3228,s1431,s3760,s1797,s7203
s3183,s6955,s8032,s3629,s4524,s1066
s3184,s7322,s2455,s7537,s1418,s7050
s3185,s102,s445,s1793,s4638,s7218
s3186,s637,s924,s1598,s1527,s910
s3187,s1353,s2703,s3828,s2862,s2551
s3188,s5264,s2031,s1670,s2406,s971
s3189,s5921,s1652,s128,s1685,s1602
s3190,s6034,s3863,s5652,s7926,s4671
s3191,s7026,s4472,s5116,s8281,s7396
s3192,s14,s7997,s5051,s4105,s2363
s3193,s4475,s1159,s4457,s3223,s1762
s3194,s7806,s3285,s3253,s2007,s7105
s3195,s1072,s1074,s575,s5071,s5858
s3196,s2171,s4528,s2075,s5311,s4438
s3197,s8547,s1890,s8664,s3648,s5957
s3198,s6224,s7384,s4734,s25,s2522
s3199,s4731,s5617,s2026,s5260,s3825
s3200,s2110,s72,s4894,s420,s3107
s3201,s2637,s1220,s2311,s214,s2273
s3202,s1877,s508,s8078,s3192,s1837
s3203,s1873,s7859,s5011,s7808,s6846
s3204,s2697,s819,s8616,s2029,s1416
s3205,s1808,s6067,s5838,s8571,s1637
s3206,s7984,s751,s7070,s6661,s3346
s3207,s7361,s4055,s7713,s5551,s4455
s3208,s4564,s2602,s4840,s8137,s4309
s3209,s5446,s3145,s8597,s4706,s8111
s3210,s6887,s4101,s1468,s1617,s8246
s3211,s1983,s4088,s2897,s288,s3583
s3212,s8054,s3815,s395,s1938,s7092
s3213,s3374,s8166,s7090,s1350,s6372
s3214,s3688,s5027,s6748,s7105,s828
s3215,s196,s3922,s4651,s972,s2826
s3216,s796,s1999,s2368,s1363,s2907
s3217,s1182,s1046,s4979,s6764,s5494
s3218,s1572,s7329,s6701,s4065,s3844
s3219,s1642,s7844,s4061,s1602,s3333
s3220,s3787,s84,s8603,s6292,s7193
s3222,s1106,s1882,s1641,s1311,s2641
s3223,s3193,s4958,s3579,s4998,s6255
s3224,s1773,s5367,s1718,s938,s1139
s3225,s8673,s7467,s4564,s2831,s3610
s3226,s2293,s78,s2115,s7320,s2237
s3227,s547,s5051,s728,s6718,s8158
s3228,s3182,s3760,s4852,s2577,s7203
s3229,s5587,s2572,s3241,s4185,s5879
s3230,s3585,s2178,s1582,s4535,s3910
s3231,s5635,s2419,s3765,s655,s615
s3232,s3554,s4832,s2441,s4146,s4833
